Dataset,Feature,PctIncMSE,PctIncMSE_SD,p_value,Significant
diff_bronze,diff.shots.ag,235.99912855773107,0.2898900275556997,0.047619047619047616,True
diff_bronze,diff.percentage.behind.ball.ag,109.87598833548792,0.057687442896749985,0.047619047619047616,True
diff_bronze,diff.saves.ag,24.066699796300746,0.10349864590957303,0.047619047619047616,True
diff_bronze,diff.percentage.offensive.third.ag,3.380427332547444,0.05764892254956133,0.047619047619047616,True
diff_bronze,diff.percentage.defensive.third.ag,2.0311563895871023,0.029792700361678248,0.047619047619047616,True
diff_bronze,diff.percentage.high.in.air.ag,1.5943415376174217,0.004474947991136902,0.047619047619047616,True
diff_bronze,diff.amount.stolen.ag,0.9336540034450366,0.04768590916923798,0.047619047619047616,True
diff_bronze,diff.count.powerslide.ag,0.7144568762752979,0.005347635690948649,0.047619047619047616,True
diff_bronze,diff.count.stolen.small.pads.ag,0.6238512412825213,0.05141177228316274,0.047619047619047616,True
diff_bronze,diff.percentage.supersonic.speed.ag,0.3976546554193563,0.011411374572066701,0.047619047619047616,True
diff_bronze,diff.avg.boost.amount.ag,0.38425440785109943,0.12403824920832898,0.09523809523809523,False
diff_bronze,diff.real.speed.ag,0.37550383533152976,0.01605438563597053,0.047619047619047616,True
diff_bronze,diff.amount.collected.ag,0.35227040477654936,0.04063497292463533,0.047619047619047616,True
diff_bronze,diff.true.wastage,0.2498367747724835,0.09424627641445926,0.047619047619047616,True
diff_bronze,diff.count.collected.big.pads.ag,0.23397474032590704,0.07350837767871586,0.047619047619047616,True
diff_bronze,diff.percentage.on.ground.ag,0.1881794415623928,0.033141430612875014,0.09523809523809523,False
diff_bronze,diff.demos.inflicted.ag,0.15049113817998303,0.011963372759019014,0.14285714285714285,False
diff_bronze,diff.0.boost.time.ag,0.10398208055780211,0.05761996744790048,0.14285714285714285,False
diff_bronze,diff.count.collected.small.pads.ag,0.043411356941814305,0.019847034518562495,0.23809523809523808,False
diff_bronze,diff.count.stolen.big.pads.ag,0.027137962282328728,0.0016245004319308982,0.14285714285714285,False
diff_bronze,diff.percentage.slow.speed.ag,-0.06431118521112625,0.017440421817275727,0.42857142857142855,False
diff_bronze,diff.amount.overfill.total.ag,-0.06547002249538317,0.0326865999710036,0.3333333333333333,False
diff_bronze,diff.avg.powerslide.time.ag,-0.06618727424738599,0.027948880324591446,0.42857142857142855,False
diff_bronze,diff.100.boost.time.ag,-0.13898338883867561,0.019412516028708873,0.42857142857142855,False
diff_bronze,diff.amount.overfill.stolen.ag,-0.1395687950885104,0.03126222915493211,0.6190476190476191,False
diff_bronze,diff.Boost.used.ag,-0.22407300715324316,0.017719243537571733,0.8571428571428571,False
