rank,n,mean_GD,sd_GD,pct_wins,pct_losses
Bronze,2527,-0.16167646658313312,4.341418326694462,48.397309062129004,51.365255243371585
Gold,7226,-0.1214156785234601,3.7007926096244987,48.602269582064764,51.37005258787711
Diamond,7193,0.0025317766198977173,3.64999446461919,49.60378145419158,50.368413735576254
GC,4642,-0.16213648162355113,3.7588102881952725,47.82421370099095,52.175786299009054
All,21588,-0.09358590895570226,3.777612967362213,48.74467296646285,51.20900500277932
