Feature,bronze,gold,diamond,gc,allranks
shots.conceded.ag,31.442156601074306,35.01869085336546,26.544308304360534,24.48722089443763,36.52422415943119
percentage.behind.ball,22.990918968958326,20.006963140717293,28.512529496523936,34.98770183305274,21.771196383736893
shots.ag,24.667463748999705,20.607655882586144,20.15284151434921,16.590889264679333,16.826869543958722
saves.ag,3.3287162442221896,7.188624157650594,6.501215260477369,5.370236203104209,7.490941782418997
percentage.defensive.third,1.5732977216293391,1.574803215268456,1.8972679239792278,1.8376420660894315,1.830186580416157
percentage.offensive.third,2.5685963417960362,1.7886566371340973,1.5836816123878015,1.5982980119776782,1.7700113408768847
percentage.supersonic.speed,0.5597797112130546,0.5392184728264039,0.5507712055311241,0.5974042978445507,0.9140520993383507
avg.boost.amount,0.94523990428279,0.8980640953808986,0.8527562400047591,0.8612367218494342,0.8852069097022575
